,Index,name,reviews,rating,featured_image,main_category,closed_on,address,review_keywords,link,planning_area,opening_time,closing_time
155,156,Encik Tan,661,3.7,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4aieJODbZ7X6qxwRzaDTE3R3yB9-pwhp5uJ811F6WzV701MCa9YrSn-Pu6QEbJpZWTJlrdiPtPX6BwRvf1JQoo8242FAOD8t7YyHITwTM-2xC8uvejHYBJLENA23Ub5ruSvSS=s1024,Halal restaurant,Open All Days,"1 Sengkang Square, #02 - 29, Singapore 545078","claypot rice, stall, curry rice, outlet, cutlet, curry chicken, carrot cake, fish soup, char kway teow, hokkien mee",https://www.google.com/maps/place/Encik+Tan/data=!4m7!3m6!1s0x31da161275dd870f:0x8d5609abae7b261e!8m2!3d1.3917881!4d103.8952132!16s%2Fg%2F11c5stzhgq!19sChIJD4fddRIW2jERHiZ7rqsJVo0?authuser=0&hl=en&rclk=1,Sengkang,10:30,21:10
156,157,Hua Zai Hong Kong Style Roasted Delight,42,1.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npAAnuqXiXMQJy30gCGWacZaj2PZCAnxagw6WIOw83DX9DGvSWTINKxkoUBqgnulLOxkoPkf7ji9euOlrxUlgE4OSmQzQoKczQ3Etc1_h24gM0n7T8bKm6BufnBTwUpK1nld6dK=s1024,Hawker Stall,Open All Days,"455 Sengkang W Ave, Singapore 790455","rice, char siew, duck, bones, roasted pork, fat, takeaway, black face, roasted meat, oil",https://www.google.com/maps/place/Hua+Zai+Hong+Kong+Style+Roasted+Delight/data=!4m7!3m6!1s0x31da1789806a79bf:0x73228fd41a7d396a!8m2!3d1.3913577!4d103.8710127!16s%2Fg%2F11rkw_clg3!19sChIJv3lqgIkX2jERajl9GtSPInM?authuser=0&hl=en&rclk=1,Punggol,,
157,158,Fan Fan Claypot Rice & Herbal Bak Kut Teh,3,5.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFBYLIVjMyOMgKzM4WG5ZBrpBHJ2DOpHkeny0rAVVXGdoekY0a98m_YL5xSRwiTwXaajkTVLIjALuaV_0zQDG04rSLEFKjgZy29ODok31sVBI8gTVrm_uAFiIRWegnIyByc8xX34feiJw2KdaCX63-_d_DiL01Gc26zhX7y09cezuLhZ4DkPe3U=s1024,Hawker Stall,Open All Days,"1 Sengkang Square, #04-11 Compass One, Singapore 545078",,https://www.google.com/maps/place/Fan+Fan+Claypot+Rice+%26+Herbal+Bak+Kut+Teh/data=!4m7!3m6!1s0x31da170049a2e60d:0x762e6605a77a233b!8m2!3d1.3921166!4d103.8954021!16s%2Fg%2F11wxw1ct0v!19sChIJDeaiSQAX2jEROyN6pwVmLnY?authuser=0&hl=en&rclk=1,Sengkang,09:00,21:00
158,159,Rice Garden,23,1.7,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPxwujPwsH6YKsW6Xswdjea-VWDAuQl5Emg4E9TwpyWhk2mPlzynzS3ZeoC6SeoJbOZY454xevXKNbRaOAAifjSO0a5UPisYipgWFWqny7B1WcG8wdyPlXEVItmB5ol07RfMJD=s1024,Hawker Stall,Open All Days,"275D Compassvale Link, #01-01 Stall 15 Kopitiam Corner, Singapore 544275","prices, economy rice, fish, flour, scam, curry chicken, kopitiam",https://www.google.com/maps/place/Rice+Garden/data=!4m7!3m6!1s0x31da175f115f9305:0xf2cca67a15fb2f3c!8m2!3d1.3833091!4d103.8937307!16s%2Fg%2F11lx3n8snz!19sChIJBZNfEV8X2jERPC_7FXqmzPI?authuser=0&hl=en&rclk=1,Sengkang,,
159,160,Qiong Yuan Chicken Rice,1,3.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qjjo1fa5_ICkuEoNhrJSRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=221.86458&pitch=0&thumbfov=s1024,Hawker Stall,Open All Days,"11 Rivervale Cres, #01-01/02/03 Rivervale Mall, Singapore 545082",,https://www.google.com/maps/place/Qiong+Yuan+Chicken+Rice/data=!4m7!3m6!1s0x31da1700356ea8ab:0x689c1ac3fa7a778b!8m2!3d1.3924407!4d103.9042775!16s%2Fg%2F11vwxswh5y!19sChIJq6huNQAX2jERi3d6-sManGg?authuser=0&hl=en&rclk=1,Sengkang,,
160,161,Fish & Chicks @ Sengkang,41,3.3,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFs6wZLy2LmCNT1WiCSpgtnLwXM1tKgVJRjRuF5NAEg4HMAcqpYGUC5RpIFzMAkkcOTh-gb51gJDraMdEGcQB4Oighf0FsjLFBQoOXsMxDrqhIbyhkxQ5KaZWDs6erTx0biU2OctJTAfsDGAu67BAIdI4mk7bD8vOOaxu_KDfPmEJj1AjA0cuZk=s1024,Hawker Stall,Open All Days,"BLK 433A Sengkang W Wy, #01-01 Fernvale Palms, Singapore 791433","price, fish and chips, sauce, chilli crab, salted egg, coleslaw, cod, grilled chicken, chicken cutlet, voucher",https://www.google.com/maps/place/Fish+%26+Chicks+@+Sengkang/data=!4m7!3m6!1s0x31da1793e617798d:0x3d68dffa80c0eef4!8m2!3d1.3949025!4d103.8774846!16s%2Fg%2F11p6xq0zpb!19sChIJjXkX5pMX2jER9O7AgPrfaD0?authuser=0&hl=en&rclk=1,Punggol,11:00,21:30
161,162,Mun Fu Chicken Rice,65,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npdSAm5VwIUUAu6vPj_NYPmfsWUOEhpSdEqc0tH-mdQt9xijZRJfrlqWN3S-2n2pzO1VLtj2gCXMyl9pkegP9NqzLoefOH2FNjTu7Bb5w6oGWM82pg90sug0PgLTwmM_Vqrgzys=s1024,Hawker Stall,Wednesday,"527 Ang Mo Kio Ave 10, #01-110 Cheng San Market & Cooked Food Centre, Singapore 560527","queue, chilli, price, roasted chicken, waste of food, steamed chicken, area, succulent, chicken thigh, define",https://www.google.com/maps/place/Mun+Fu+Chicken+Rice/data=!4m7!3m6!1s0x31da16e56ecdd3cb:0x260f0adb8e88b587!8m2!3d1.372569!4d103.8545762!16s%2Fg%2F11f3ggnngt!19sChIJy9PNbuUW2jERh7WIjtsKDyY?authuser=0&hl=en&rclk=1,Ang Mo Kio,11:00,19:30
162,163,12 Roasted (Compassvale),5,2.8,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHKawMI466HGVXd9Q3LSPGr_TGeObR-h6KD99xolJxbJ2AMckM9kcddgw_NckOrt6OypwVLSujmTboR5dTdBjDcIRybNrz8Pb570uOpbSp21x3JbkOvtw-KVjXofExaJ9v8QhllJi_YZMPMM0Y0olOyp24VvD4qunKZn2ZAb9JxA-gMUYbrDjOG5Q=s1024,Hawker Stall,Open All Days,"266 Compassvale Bow, Singapore 540266","char siew, duck, prices",https://www.google.com/maps/place/12+Roasted+%28Compassvale%29/data=!4m7!3m6!1s0x31da178082e2c8ff:0x164b3c1036d1893a!8m2!3d1.3822003!4d103.8972062!16s%2Fg%2F11hz6m10vc!19sChIJ_8jigoAX2jEROonRNhA8SxY?authuser=0&hl=en&rclk=1,Sengkang,11:00,20:30
163,164,No Name mkn haus,24,3.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nomU4uHmA_Wq0aNgbroPw0vyNtX3Qskuwb38WGE2UrE_60GC2Z2CfIxnUSQUxFLnksA6Iq8Xmmz5uWTbHkR3wXzw5JTzdxtJI6mpSUOjiAnruBouaQoK8NWSeizi-7Go60BusLM=s1024,Hawker Stall,Open All Days,"350A Anchorvale Rd, Singapore 541350","nasi lemak, mee rebus, price, queue, beef rendang, sardine, gravy, mee soto, sambal, goreng",https://www.google.com/maps/place/No+Name+mkn+haus/data=!4m7!3m6!1s0x31da17a0f4839141:0x13fb72cb9b37afa1!8m2!3d1.3930041!4d103.8869799!16s%2Fg%2F11rg8mjz8l!19sChIJQZGD9KAX2jERoa83m8ty-xM?authuser=0&hl=en&rclk=1,Sengkang,07:00,14:00
164,165,Boon Chiang Hainanese Chicken Rice,130,2.9,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrY3YYKZPLeNuBi1017SyVcNmwfx6jvGafnTFwfq1L8MTmAL35lKjr8KHa9idxYreK0DhNBKejgWLsUF05rUJTT3mVEA94ObXixoDnnbCtzk3biu2YPqhVlyhW9nWiwg1eVkqfd=s1024,Hawker Stall,Open All Days,"301 Punggol Central, #01-06, Coralinus, Singapore 820301","chilli, steamed chicken, soup, curry chicken, takeaway, a whole chicken, bean sprout, half, curry noodles, average",https://www.google.com/maps/place/Boon+Chiang+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da15fc52f86bc5:0x123e301505c0ba02!8m2!3d1.4035409!4d103.9060931!16s%2Fg%2F11g8cmbr_v!19sChIJxWv4UvwV2jERArrABRUwPhI?authuser=0&hl=en&rclk=1,Punggol,09:30,20:00
165,166,Bee Hong Kee @Singapura Heritage Seletar Mall,1,5.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrugTRndPDHL45jgBCjlXKmEUvFDrhZBiVfgDGvtauLzIR2ESM9iOsXWQOl80jPt5wV-arRlwJpvW58lSWF9i_00B0cxiNEkibbnjO6LZTW8EW-LgWFUVaYBJNHnSkzO09JSXXpM6GXYBA=s1024,Hawker Stall,Open All Days,"33 Sengkang W Ave, #03-10/11/12 The Seletar Mall, Singapore 797653",,https://www.google.com/maps/place/Bee+Hong+Kee+@Singapura+Heritage+Seletar+Mall/data=!4m7!3m6!1s0x31da170042d778ef:0x2a03abf4de364a21!8m2!3d1.3911117!4d103.8759101!16s%2Fg%2F11xnnt8bhl!19sChIJ73jXQgAX2jERIUo23vSrAyo?authuser=0&hl=en&rclk=1,Punggol,,
166,167,Tong Fong Fatt Hainanese Boneless Chicken Rice,130,1.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npmM4E_19nJjw1ukIFuV9861qGf5c4aUJRPXharLPPvSJ6xuzcXO1wlJoIaVfzyEEUD7dMMDRcZpS1F5FQjvf5rc32yyyqsAhkesqSS_gy5fAy29Tb8BaIaB9499eeWN7x-iE74=s1024,Hawker Stall,Thursday,"209 Hougang St 21, #01-29 Kovan Market & Food Centre, Singapore 530209","price, uncle, dishonest, drumstick, soup, whole chicken, money, chopping, mask, business ethics",https://www.google.com/maps/place/Tong+Fong+Fatt+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da17b403a54849:0xeb91f9ccd191e7dc!8m2!3d1.359034!4d103.8861947!16s%2Fg%2F11gbkvyq5n!19sChIJSUilA7QX2jER3OeR0cz5kes?authuser=0&hl=en&rclk=1,Hougang,10:00,20:00
167,168,GAGA Roasted Delights Ga Ga Shao La @ Rivervale Mall,18,3.7,https://lh3.googleusercontent.com/p/AF1QipNjssNGmnIhsfuh9WLh_Ovj3El64XMkNUQHF6Io=s1024,Hawker Stall,Open All Days,"11 Rivervale Cres, #01-01/02/03 Rivervale Mall Food Junction, Singapore 545082","soup, skin, char siew, roast duck, roasted pork, soy chicken, roasted meats, sausages, roasted chicken, pork lard",https://www.google.com/maps/place/GAGA+Roasted+Delights+%E5%98%8E%E5%98%8E%E7%83%A7%E8%85%8A+@+Rivervale+Mall/data=!4m7!3m6!1s0x31da177bcb25353d:0x8e6c339e505c7e57!8m2!3d1.3923205!4d103.9045208!16s%2Fg%2F11rxtcxvng!19sChIJPTUly3sX2jERV35cUJ4zbI4?authuser=0&hl=en&rclk=1,Sengkang,10:00,22:00
168,169,Hup Kee Roast Duck (Compassvale Lane),2,4.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE0vzxUOn99vBWZ7U1GtCnWovf4kvPquaMpv5Ztq_3sTdZc4tPl09h_7FYDNr7W9lNqths_YRKiq_VHFVq8s7K0scNL-AzT3qPvJHfHXQHX2BeezJ1tOQghanG_N1dax363EQoivRmOF_DM-tUsKsl702vI9sOb84HFfLP2hl8yuYzT3MB3ksGJ=s1024,Hawker Stall,Open All Days,"205D Compassvale Ln, #01-02, Singapore 544205",,https://www.google.com/maps/place/Hup+Kee+Roast+Duck+%28Compassvale+Lane%29/data=!4m7!3m6!1s0x31da1700139ce631:0x493ac5bb1f9f0802!8m2!3d1.3857941!4d103.8975586!16s%2Fg%2F11y50bz6dv!19sChIJMeacEwAX2jERAgifH7vFOkk?authuser=0&hl=en&rclk=1,Sengkang,,
169,170,King of Chicken Rice,24,3.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrUpys3BOvFIAeS6xF7rYAmU02jK0nOZwHaLsW_Go_YxYebechdxJHyo8rP2co0rGWSRFyGzaNuOP985MXGnfw370rNrybLCpg19KNcWrz7gRSdTkFljfkWLu-d39vQdWgVtXDs=s1024,Hawker Stall,Open All Days,"215C Compassvale Dr, Singapore 543215","price, garlic, steamed chicken, roast",https://www.google.com/maps/place/King+of+Chicken+Rice/data=!4m7!3m6!1s0x31da177cdb48230d:0x30b624c2ac1bd5ec!8m2!3d1.3896523!4d103.8927809!16s%2Fg%2F11v185r80s!19sChIJDSNI23wX2jER7NUbrMIktjA?authuser=0&hl=en&rclk=1,Sengkang,,
