,Index,name,reviews,rating,featured_image,main_category,closed_on,address,review_keywords,link,planning_area,opening_time,closing_time
62,63,Foo Kee Hainanese Chicken Rice,26,3.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKd1dX5AQLv8jJlkVG7H1LcvCW27szBohIjQJpX8rgiOEvo33jrSPQk-PrR8ReCWcMi2sgH36PwzFhtKocurPZnM_uT4KYL3-XjnSAD3eKvwYM3RyC3ZJ2d_zG8WyKbfxVvn9l=s1024,Restaurant,Open All Days,"303 Anchorvale Link, #01-01, Singapore 540303","price, chilli, quantity, roasted",https://www.google.com/maps/place/Foo+Kee+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da166ca8e87e5b:0xf21c6b75cad9606c!8m2!3d1.3874164!4d103.8906046!16s%2Fg%2F1ths6w24!19sChIJW37oqGwW2jERbGDZynVrHPI?authuser=0&hl=en&rclk=1,Sengkang,10:00,19:30
63,64,Mr Egg Fried Rice - Bishan,158,4.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrueAhMGrypj-ajDdv9ZJMKug0AzwaOzbuOKbL87-9kcM3Vfx4N4I54Tjqm3UFMktU0ZBXcJKo25-5fA5ZrxH7u3Ccco0w_CzuPVOQxCeDOA8w9UTWzQvliO-z9eZKHIqMjwETs8g=s1024,Hawker Stall,Open All Days,"151 Bishan St.11, #01- 195 Block 151, Singapore 570151","pork chop, chilli, price, marinated, wok hei, queue, oil, spicy, tom yum fried rice, luncheon meat",https://www.google.com/maps/place/Mr+Egg+Fried+Rice+-+Bishan/data=!4m7!3m6!1s0x31da173d005dc10f:0x587928d773f0a9d3!8m2!3d1.3452461!4d103.8558227!16s%2Fg%2F11rdcp_4jq!19sChIJD8FdAD0X2jER06nwc9coeVg?authuser=0&hl=en&rclk=1,Bishan,10:30,20:30
64,65,Mandarin Hainan Chicken Rice (Wen Hua Hai Nan Ji Fan),15,3.7,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMvKnpvVXNAkVcTDiA1XRPQrRCVerq964kB4Y0uWlMQbs5Fwztky90gth87Ss5SfshuppADDCdYUJVVl0AsuUaEr3V50z3Zypr6KfNT_Yy359yc-06Ge8A3_KSnXIfpqDsBqWS=s1024,Hawker Stall,Monday,"162 Ang Mo Kio Ave 4, #01-11, Singapore 560162","soup, price, fragrance, char siew, roast, queue",https://www.google.com/maps/place/Mandarin+Hainan+Chicken+Rice+%28%E6%96%87%E5%8D%8E%E6%B5%B7%E5%8D%97%E9%B8%A1%E9%A5%AD%29/data=!4m7!3m6!1s0x31da170838d5ac1d:0x42c77e6566f6695b!8m2!3d1.3739876!4d103.8389087!16s%2Fg%2F11r48l26f4!19sChIJHazVOAgX2jERW2n2ZmV-x0I?authuser=0&hl=en&rclk=1,Ang Mo Kio,08:00,19:00
65,66,Hua Zai Hong Kong Style Roasted Delight,63,3.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nry8v2uadgi1rC1-M7hx6CvIGjYRlE2-5ihWtCyAvo6OFaWnSrthDCS1o5V-mfKXFNjF4pdYD4fT9520wNJQW8yOzdEDvTJhHVhr7pPjzaFzxKyF7jJsXbjIECPOI3AMRR7c4BuPQ=s1024,Hawker Stall,Open All Days,"153A Serangoon North Ave 1, #01-462, Singapore 551153","char siew, rice, fats, soy sauce chicken, roast duck, roast pork, slices, franchise, smoked, self service",https://www.google.com/maps/place/Hua+Zai+Hong+Kong+Style+Roasted+Delight/data=!4m7!3m6!1s0x31da17556ff4f34d:0x5c5958b6ac5b9fc8!8m2!3d1.3698537!4d103.8719917!16s%2Fg%2F11j537s7cn!19sChIJTfP0b1UX2jERyJ9brLZYWVw?authuser=0&hl=en&rclk=1,Serangoon,,
66,67,Shui Ji Ji Fan Shui Kee Chicken Rice,14,4.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYVR9oV_CAPG4wj48RVAvF0NWf9dH49icTTeRBYH6x8X4DpQhHCNybRXagXOuvAfi5TFNCn3uIAmGD4FaAZFMmkoEn2JpQmPs46qgjcVJyE4ndn3XucdHVCE25dUoceX9lRPoI=s1024,Hawker Stall,Monday,"105 Hougang Ave 1, #02-18, Singapore 530105","chilli, roast chicken, duck, price, pork skin, smell",https://www.google.com/maps/place/%E6%B0%B4%E8%AE%B0%E9%B8%A1%E9%A5%AD+Shui+Kee+Chicken+Rice/data=!4m7!3m6!1s0x31da17a8e371c859:0xbf2736ae22632a14!8m2!3d1.3540216!4d103.8900219!16s%2Fg%2F11f60xxvty!19sChIJWchx46gX2jERFCpjIq42J78?authuser=0&hl=en&rclk=1,Hougang,10:00,18:30
67,68,Wu Ming Chicken Rice,18,3.6,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGdY0a1d9T_k3Ty_oS0JxoZi7hm12UBtda8PTFusLTF5wM47mCy1PXbS9I1AqP1-KRXSzPhMQv4TIZ7nFwGN2J29ilTA082BzM7wUS16ObLYkBRzJA79PteoSbmb4w-7JM0Toa-ANo3ZKpdnZTUqvgqo8fdk5SLMS5D3ShcmPbIQehLxaOEIWPh=s1024,Hawker Stall,Open All Days,"275D Compassvale Link, #01-01 Stall 8 Kopitiam Corner, Singapore 544275","soup, steamed, bone, ingredients, chilli, takeaway, price",https://www.google.com/maps/place/%E6%97%A0%E5%90%8D+Chicken+Rice/data=!4m7!3m6!1s0x31da17854e82a8a5:0x7bb229b7b4a57bc7!8m2!3d1.3831673!4d103.8937652!16s%2Fg%2F11qbhvjnkm!19sChIJpaiCToUX2jERx3ultLcpsns?authuser=0&hl=en&rclk=1,Sengkang,,
68,69,Lai Lai Hainanese Chicken Rice (#01-18),17,3.8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2sFnlMwML8GA-u0v4L4Sq09zeA1qI5IpdiTG782ev9eShhvOxjdRakmxKN52mU-_2zO3DNEXtQQODas3dXmlxLgOWGHJoTgMwp6uVa6vHL5bRLxg_fKJQCbqAWDDvslRLdub3xQ=s1024,Hawker Stall,"Monday, Friday","22 Lor 7 Toa Payoh, #01-18, Singapore 310022","price, chili",https://www.google.com/maps/place/Lai+Lai+Hainanese+Chicken+Rice+%28%2301-18%29/data=!4m7!3m6!1s0x31da179797c34151:0xba40e45456eec0d8!8m2!3d1.335231!4d103.857027!16s%2Fg%2F11fjy48wb4!19sChIJUUHDl5cX2jER2MDuVlTkQLo?authuser=0&hl=en&rclk=1,Toa Payoh,08:00,15:30
69,70,Da Po Hainanese Chicken Rice & Curry Chicken Noodle Da Po,291,4.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgo9NPVZkn3373OBjIO7OWfkTpgavGoAX3M66LYuB2VnoIQ1P4k_6MfugTKkjpdiU8U2DlEEfFPV-InlQHDEMPbTpS7epoLQzbn4dw_jN-dtFqBDzrP7gxP24tOVDR0yFoa0A=s1024,Hawker Stall,"Monday, Thursday","505 Beach Road B1-53 Golden Mile Food Centre, 199583","curry noodles, pig skin, potatoes, curry chicken noodles, fish cake, roast chicken, curry gravy, steamed chicken, tender chicken, hong lim market & food centre",https://www.google.com/maps/place/Da+Po+Hainanese+Chicken+Rice+%26+Curry+Chicken+Noodle+%E5%A4%A7%E5%9D%A1/data=!4m7!3m6!1s0x31da19b38ba818eb:0x7d0c2a8b7c5d4951!8m2!3d1.3029454!4d103.8640819!16s%2Fg%2F1ptxcjcsd!19sChIJ6xioi7MZ2jERUUldfIsqDH0?authuser=0&hl=en&rclk=1,Unknown,10:30,18:30
70,71,Five Star Kampung Chicken Rice & Kitchen,442,3.9,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np1bHsY7kF7gxJJs1XMOf1o4sy76HbPut3ZmdgwARVBCBV4qP37tg4FgouTzdSu8ZlMRUgUb4aq2KSuhARNrC6hukL7PRvnOS0ysqoXLv9kJoMquT1I9vGLu34o2uybH4sWAaMG=s1024,Chinese restaurant,Open All Days,"419 River Valley Rd, Singapore 248318","price, hainanese chicken rice, chili sauce, salty, door, roasted chicken, prawns, curry, bones, farm",https://www.google.com/maps/place/Five+Star+Kampung+Chicken+Rice+%26+Kitchen/data=!4m7!3m6!1s0x31da19845cb67dfb:0xdcdb6b15a74a5124!8m2!3d1.2952314!4d103.8296338!16s%2Fg%2F1tgdqnhh!19sChIJ-322XIQZ2jERJFFKpxVr29w?authuser=0&hl=en&rclk=1,Bukit Panjang,10:00,23:00
71,72,Edmond Chicken Rice,68,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqh6HbhcV-nsIykNR83lYnjVHp-ej0xJpoX_VRyzHZB486H-5qGqDM_LvuF4yhrJClgtfw2aTewbDD8H51d-128H4jt4OMnP6EFal9zZpF-O3Ny96ppysLjA10f_TvnLNeCmKo=s1024,Hawker Stall,Sunday,"11 Telok Blangah Cres, #01-110 Market & Food Centre, Singapore 090011","halal, lunch, price, chili, cooked, hainanese chicken rice, smile, chicken roasted, skin, marinated",https://www.google.com/maps/place/Edmond+Chicken+Rice/data=!4m7!3m6!1s0x31da1bd8fe322b23:0xaed42c103f7407dd!8m2!3d1.277271!4d103.8187789!16s%2Fg%2F11cs9t5sdm!19sChIJIysy_tgb2jER3Qd0PxAs1K4?authuser=0&hl=en&rclk=1,Orchard,10:00,14:30
72,73,Wen Chang Kee Hainanese Chicken Rice (Hougang),10,2.6,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGTAs85J1GyGOigzkYinsM9kYTzaJmFZaCCluG4RfskNNpwT76HOO1vssuwBAGg76fmmkLzCkSMIdwdEsVjQ8JO8Tho1e3rLMS14MLlsemGt6y2ErL5bqj2gXEGmY-cv7FRhIGkjht0cvwCf7qzEWkHvhM5Kqw9oxBh0nurPoSbE6NbrPw18mQ=s1024,Hawker Stall,Open All Days,682 Hougang St. 61,"price, chilli, soup",https://www.google.com/maps/place/Wen+Chang+Kee+Hainanese+Chicken+Rice+%28Hougang%29/data=!4m7!3m6!1s0x31da171c66f90b8f:0x12b5bee1cdbe2bdd!8m2!3d1.3745884!4d103.8857743!16s%2Fg%2F11tdsvbm76!19sChIJjwv5ZhwX2jER3Su-zeG-tRI?authuser=0&hl=en&rclk=1,Hougang,,
73,74,Tiong Bahru Hainanese Boneless Chicken Rice,654,4.0,https://lh3.googleusercontent.com/p/AF1QipOzilTGWnnbNHN1nPv5kHv3pve00lAp2UsnF10U=s1024,Restaurant,Open All Days,"111 Somerset Rd, #01-K10, Singapore 238164","soup, hainanese chicken rice, roasted chicken, tofu, steamed chicken, self service, ginger, michelin, fragrant, chicken breast",https://www.google.com/maps/place/Tiong+Bahru+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da19733de4c36b:0x58fd89d57eff1bad!8m2!3d1.3001685!4d103.8372952!16s%2Fg%2F1tfd9zx7!19sChIJa8PkPXMZ2jERrRv_ftWJ_Vg?authuser=0&hl=en&rclk=1,Bukit Batok,09:30,20:00
74,75,Yishun 925 Hainanese Chicken Rice,7,2.1,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGtk3rgBEI-2eLLe_bQfxGIeJBVfVFfJZyqAAAnveTGbsbTx6QA2BeWV_rdo6A4jvgpM0N1LeSHD2YIebBFXW9OCIiO6X36MrZkc28VFBRc_zDYJsjzqoQF5dThJDuDYzpWPz2qax5MwC3Pa8-TZWZU-Q355auBAogQYHVqMnzH2MyjmUUOuwU=s1024,Hawker Stall,Open All Days,"261 Serangoon Central Dr, Singapore 550261",achar,https://www.google.com/maps/place/Yishun+925+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da1700516d4b67:0x44e9d2e647741d9d!8m2!3d1.3541293!4d103.8725483!16s%2Fg%2F11wwmqzj38!19sChIJZ0ttUQAX2jERnR10R-bS6UQ?authuser=0&hl=en&rclk=1,Serangoon,,
75,76,Yuan Ji Chicken Rice,10,3.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFpnOKkGDz8VRczV9rohYXJ6E7rpvk-y6fs8wkD-wnALnzP5SNhEmNVlf9eVdZj2Br9yOlFOfR_7S3b7kjpUM1bpxvRbRgSrlOLNsPWX6fByLm2_D7VQkJBKLBgxIsXx1Ym8XjFVH-cak-43gUWCqgr6lXdQKeZz39AXtToUSxLhwTeMMPgHbHm=s1024,Hawker Stall,Open All Days,"Blk 982 Buangkok Cres, #02-01 Stall 3, Singapore 530982","roasted pork, char siew, priced",https://www.google.com/maps/place/Yuan+Ji+Chicken+Rice/data=!4m7!3m6!1s0x31da17679c03aa31:0x55ffb9953cfa3cee!8m2!3d1.3807983!4d103.8793702!16s%2Fg%2F11k7whllvq!19sChIJMaoDnGcX2jER7jz6PJW5_1U?authuser=0&hl=en&rclk=1,Hougang,10:30,20:30
76,77,Seng Heng Hainanese Boneless Chicken Rice (Geylang East),29,4.6,https://lh3.googleusercontent.com/p/AF1QipNKAeNOL-hvKV0EscLKxwQP23KKWBEPlMyIPmXG=s1024,Hawker Stall,Open All Days,"117 Aljunied Ave 2, #01-73, Singapore 380117","sauce, roast chicken, uncle",https://www.google.com/maps/place/Seng+Heng+Hainanese+Boneless+Chicken+Rice+%28Geylang+East%29/data=!4m7!3m6!1s0x31da1828ccdac82d:0x8e51b6cd8f72cd20!8m2!3d1.320587!4d103.8870802!16s%2Fg%2F1tpn0247!19sChIJLcjazCgY2jERIM1yj822UY4?authuser=0&hl=en&rclk=1,Kallang,10:00,16:30
77,78,Jin Jin Hainanese Chicken Rice,1,5.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBrP57pbeoprYc4bL7sEK7EWlC2VffheCtGX-v87Nv9I5cQ7PzXKFq__4dRp6-2k6nkWTc7P5egZpUR71P2yr6rJxtARsgDqakR6qb7Yxg7-SgcAZy7oD1jFr1IZUgn59T4W0F=s1024,Chicken restaurant,Open All Days,"44 Holland Dr, Singapore 270044",,https://www.google.com/maps/place/Jin+Jin+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da1a6a042925ed:0xc9d2b0494fd24896!8m2!3d1.3081764!4d103.7927491!16s%2Fg%2F1tnmp79t!19sChIJ7SUpBGoa2jERlkjST0mw0sk?authuser=0&hl=en&rclk=1,Bukit Timah,,
78,79,Mat Noh & Rose Authentic Ginger Fried Chicken Rice,183,4.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npB8UHZb0uEZ6IyeLQorZtABRXebB3q9N36rmrrBO-DRsqRtkc6CJrHQsoqSYlgfXFlizDbyOsjU2dk0Yle6BS-Li7N47VQqKfvqevT0JBT177snX1I__tYkSXFb-XDUEBpKA4=s1024,Hawker Stall,"Monday, Sunday","91 Whampoa Drive #01-27 Whampoa Makan Place Block 91 Singapore, 320091","price, crispy, basmati, chilli, chicken skin, soup, spicy, fragrant, nasi ayam, malay",https://www.google.com/maps/place/Mat+Noh+%26+Rose+Authentic+Ginger+Fried+Chicken+Rice/data=!4m7!3m6!1s0x31da19d9a49234eb:0x378708639a3a7ff3!8m2!3d1.3235739!4d103.8538!16s%2Fg%2F11dxhg_rl6!19sChIJ6zSSpNkZ2jER8386mmMIhzc?authuser=0&hl=en&rclk=1,Kallang,09:00,15:00
79,80,Choy Huat Hong Kong Roast,9,4.8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr7vhNPP2L9daRA91o0ujZd5MAUYL9XSnMy5i2sx9N0guUK8EukchgghPCuSR0ng2SGZvlJscxUpAWgBAy1XvxS3z0OK8Qek0WggTvcVR9DEzx4k71z5YomiJxIWv44l5grCX6c=s1024,Hawker Stall,Sunday,"5036 Ang Mo Kio Ind Park 2, Singapore 569539","char siew, roast pork, rice, roast duck",https://www.google.com/maps/place/Choy+Huat+Hong+Kong+Roast/data=!4m7!3m6!1s0x31da192d27d5e9bf:0xde2cbc2b1157903c!8m2!3d1.372153!4d103.8617538!16s%2Fg%2F11hdg78blq!19sChIJv-nVJy0Z2jERPJBXESu8LN4?authuser=0&hl=en&rclk=1,Ang Mo Kio,10:00,19:00
80,81,Shen Ji Ji Fan Chicken Rice,71,4.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQitgUAAObwePa1y7TZVfAITtSnf6DzaWR7JUIYdy0KTu8h2axZNm5P_7y-FiJCzmuMKbiNw6Ih0ScU7aw8DNVqzN1CQkvGJXYnKFOtBa_oix1L8Fkq6Rbih122fWoU6Iu6Zop=s1024,Hawker Stall,Open All Days,"20 Ghim Moh Rd, #01-22, Singapore 270020","price, soup, chilli, roasted chicken, yong tau foo, tender chicken, poached chicken, sesame oil, bean sprouts, chicken porridge",https://www.google.com/maps/place/Shen+Ji+Ji+Fan+Chicken+Rice/data=!4m7!3m6!1s0x31da1a478692cf89:0x1c1acda24fa1f152!8m2!3d1.3111246!4d103.7882108!16s%2Fg%2F1tcxg94j!19sChIJic-Shkca2jERUvGhT6LNGhw?authuser=0&hl=en&rclk=1,Yishun,10:00,16:00
81,82,Hainanese Chicken Rice. Fried Chicken Wing Rice,0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4pIe7-rdJuv-CsUFDDd7gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.65044&pitch=0&thumbfov=s1024,Restaurant,Open All Days,"5058 Ang Mo Kio Ind Park 2, Singapore 569561",,https://www.google.com/maps/place/Hainanese+Chicken+Rice.+Fried+Chicken+Wing+Rice/data=!4m7!3m6!1s0x31da16f0e8975995:0xc0eb35ad89aefdb8!8m2!3d1.374979!4d103.8603433!16s%2Fg%2F1thk67l5!19sChIJlVmX6PAW2jERuP2uia0168A?authuser=0&hl=en&rclk=1,Ang Mo Kio,,
82,83,Xiang Ji Hainanese Chicken Rice,46,4.0,https://lh3.googleusercontent.com/p/AF1QipNCz6dNMXyF_-LwCUG8QhdRlhLH2YkOxwDbL2lK=s1024,Hawker Stall,Monday,"14 Haig Rd, #01-34, Singapore 430014","soup, chilli, price, roasted chicken, rude, slices, plate, fragrant rice, tender chicken, hainan chicken rice",https://www.google.com/maps/place/Xiang+Ji+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da1905aae60af3:0x1a1e13baeb5a56da!8m2!3d1.3154352!4d103.8954839!16s%2Fg%2F11fnc9rgr3!19sChIJ8wrmqgUZ2jER2lZa67oTHho?authuser=0&hl=en&rclk=1,Marine Parade,09:00,19:00
83,84,Chong Pang Hainanese Chicken Rice,5,4.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNGenE7DQUsiFQ7DoX2mHtrfDmlP0P065KGQudko7fCWiWlbit80PWZt85v2Z3BftBkkLusrVVEoK6zccMyzwhPXRSZL29dlmd17DKcQ80wLSPuxgPeF02_eQj4UkrsxDanHxH=s1024,Asian restaurant,Open All Days,505 Ang Mo Kio Ave 5,sauce,https://www.google.com/maps/place/Chong+Pang+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da170032e90b45:0x5c7d1f806c3f4546!8m2!3d1.3749001!4d103.8505899!16s%2Fg%2F11vr3k0p8l!19sChIJRQvpMgAX2jERRkU_bIAffVw?authuser=0&hl=en&rclk=1,Ang Mo Kio,,
84,85,Meng Meng Roasted Duck Serangoon Garden,196,4.1,https://lh3.googleusercontent.com/p/AF1QipMLuLjEHnJtloK9z2R0fGtGfPaom_wMHivkaDEs=s1024,Chinese restaurant,Open All Days,"63 Serangoon Garden Way, Singapore 555959","char siew, roasted pork, roast duck, fat, char kway teow, red bean soup, succulent, female ginseng, curry fish, herb",https://www.google.com/maps/place/Meng+Meng+Roasted+Duck+Serangoon+Garden/data=!4m7!3m6!1s0x31da171f17fb0975:0xfed0d33cba91429a!8m2!3d1.3634785!4d103.8655179!16s%2Fg%2F11vjm9nvff!19sChIJdQn7Fx8X2jERmkKRujzT0P4?authuser=0&hl=en&rclk=1,Serangoon,11:00,
85,86,Cheng Xing Seng Heng Hainanese Boneless Chicken Rice,90,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQxLEu_gmi2NZeUo1TuxRrEgdLiGm66rxrLEbaVRvf8S0pzqOk_r03T30oX7feE4iih1NH76VG51d1fgcd7vvcIi8oATAEZWiwrugf81LTDzilZfWVvR8P8Vs70SYJ2aa9l-VirA=s1024,Hawker Stall,Sunday,"2A Jln Seh Chuan, #01-049 Interim Market & Food Centre, Singapore 599213","queue, price, soup, chilli, succulent, call, roast chicken, tender chicken, grain, export",https://www.google.com/maps/place/%E6%88%90%E8%88%88+Seng+Heng+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da1089dc56361d:0xb35bed8a5d88492d!8m2!3d1.3407156!4d103.775054!16s%2Fg%2F1tdw5kms!19sChIJHTZW3IkQ2jERLUmIXYrtW7M?authuser=0&hl=en&rclk=1,Bukit Panjang,11:00,15:00
86,87,Feng Ji Ji Fan Feng Ji Chicken Rice,6,4.3,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nofE9W8XzLAFECkwNpOixGYr5SS-n98GaqNYVNaInyYbzFkV_hLvWHDypfIvVp5OfYRIy_Ur2Sr4bDxzxHBexYTQsWkozAJTpbJCTZpJ3S1MOmmLbgotbJWL2L1i7u-D9TXpYS1=s1024,Hawker Stall,Open All Days,"23 Sin Ming Rd, Singapore 570023",,https://www.google.com/maps/place/%E5%86%AF%E8%AE%B0%E9%B8%A1%E9%A5%AD+Feng+Ji+Chicken+Rice/data=!4m7!3m6!1s0x31da175b01f4f21f:0xa6e3904cac9495a5!8m2!3d1.3543011!4d103.8358007!16s%2Fg%2F11sfjqzrmj!19sChIJH_L0AVsX2jERpZWUrEyQ46Y?authuser=0&hl=en&rclk=1,Bishan,10:30,20:00
87,88,SP3 Chicken Rice,23,4.6,https://lh3.googleusercontent.com/p/AF1QipM_hnXAw4Id6VN3pR5M3KQTXfgqAQNMrSoQp4HK=s1024,Restaurant,"Saturday, Sunday","500 Dover Rd, #3 Singapore Polytechnic, Foodcourt, Singapore 139651","chilli, hainanese chicken rice, cabbage, roasted",https://www.google.com/maps/place/SP3+Chicken+Rice/data=!4m7!3m6!1s0x31da1b826850ab4f:0x90d865d02133cf0b!8m2!3d1.3088232!4d103.77844!16s%2Fg%2F11pr9bqv5k!19sChIJT6tQaIIb2jERC88zIdBl2JA?authuser=0&hl=en&rclk=1,Queenstown,09:30,18:00
88,89,Boon Chiang Hainanese Chicken Rice,44,2.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGhK7d0XZGDNqWPN-j1S2WSrlqZvNpnIM4fY9QD7IXpjJd6vM_EM5unBumpM5Pa9h94XfqcT4hEla0f0gUOlYgCmaFkeQAc-fXgUlAvXiIZHIwJ5t08PAY9kEE0RQKKoOPi-NoNmx0l3P7e2HFUMsgDkwPpDDke4xvKYApJ8gATK7ZMuP6t3zOQCA=s1024,Hawker Stall,Open All Days,"111 Lor 1 Toa Payoh, Singapore 310111","price, oil, chicken breast, roast chicken, plate, drumstick, economy rice, steamed chicken, kids meal, bone",https://www.google.com/maps/place/Boon+Chiang+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da17174d1e82cf:0xa12e9e8f1c7fbf03!8m2!3d1.3411792!4d103.8452197!16s%2Fg%2F11h4dbr8zt!19sChIJz4IeTRcX2jERA79_HI-eLqE?authuser=0&hl=en&rclk=1,Toa Payoh,11:00,21:00
89,90,Tiong Bahru Hainanese Boneless Chicken Rice,21,4.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGSGHuMy3J5QCW1LQ1tV6cEADUkMB8oYb6B77L8dghmL-IkaO2fXMOblI90P0YFjy4kDNQUWTfoL828VnolQ093lvemB7-6SCnKAuJQStdwowAdGaVV2NsgKL96ESFB4BmSabjMA=s1024,Hawker Stall,Monday,"808 French Rd, #01-03, Singapore 200808","roasted, salty, michelin, bones, steamed chicken, queue, price",https://www.google.com/maps/place/Tiong+Bahru+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da1941016a20ab:0xa7f692903d764f8f!8m2!3d1.3086649!4d103.8615725!16s%2Fg%2F11jt5794h1!19sChIJqyBqAUEZ2jERj092PZCS9qc?authuser=0&hl=en&rclk=1,Bishan,10:00,17:00
90,91,Food Master @ 19 Serangoon North,121,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrHAJAdn8cBe0m3HUuVNBOizA4BDALOZnAerhJ98G6d0M3Ih1JH1k3yE-S-ooZLQQALty0qPqIjKOh5swIj4W2kmTrZqiW191FH1nvqtokrcyxjdCkVGOdNXaYjvgzOKupdgde5LA=s1024,Food court,Open All Days,"19 Serangoon North Ave 5, #02-01, Singapore 554913","stall, prices, malay food, korean food, western food, curry, coins, bak kut teh, prata, varieties",https://www.google.com/maps/place/Food+Master+@+19+Serangoon+North/data=!4m7!3m6!1s0x31da17f4fe3b6613:0x3f43df35c07fc74e!8m2!3d1.3756232!4d103.8719971!16s%2Fg%2F11gmcf06mr!19sChIJE2Y7_vQX2jERTsd_wDXfQz8?authuser=0&hl=en&rclk=1,Serangoon,06:00,22:00
91,92,Boon Tong Kee @ River Valley,1426,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrag8-FnB3EVdps8Ihw8FxPw6iGje3WBTOXGQtzIKIBJfR71bhNzoWyeM6XdYqA3k6cuVD50oq5jRcm0pWLoTaUWYuzbd3TuSK5RInohg9Dn-4ZHz3PvssFAsMWQtWBFx-mIsM=s1024,Chinese restaurant,Open All Days,"425 River Valley Rd, Singapore 248324","chicken rice, roast chicken, steamed chicken, tourists, pyramid, boiled chicken, white cut chicken, chinese sticky rice, cereal prawn, fried tofu",https://www.google.com/maps/place/Boon+Tong+Kee+@+River+Valley/data=!4m7!3m6!1s0x31da19844318741d:0x1c297216dfde1139!8m2!3d1.2951632!4d103.8294461!16s%2Fg%2F1ts3c42q!19sChIJHXQYQ4QZ2jERORHe3xZyKRw?authuser=0&hl=en&rclk=1,Bukit Panjang,11:30,
92,93,Chef Loy Traditional Roasted Delights,23,4.7,https://lh3.googleusercontent.com/p/AF1QipO9Bn9PtJW_EnYsThPjpBPbdCrM0gVjZDhXwgD0=s1024,Hawker Stall,Sunday,"5023 Ang Mo Kio Ind Park 2, Singapore 569526","char siew, rice, roast pork, duck, chinese sausage, marinated, skin, flavour",https://www.google.com/maps/place/Chef+Loy+Traditional+Roasted+Delights/data=!4m7!3m6!1s0x31da1755969334d7:0x821dd7512417fce6!8m2!3d1.3710035!4d103.8633327!16s%2Fg%2F11tt63hm0_!19sChIJ1zSTllUX2jER5vwXJFHXHYI?authuser=0&hl=en&rclk=1,Ang Mo Kio,11:00,15:00
93,94,Meng Kee Hainanese Chicken Rice,14,3.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npqmuCtqOE7KjtKpA-jTI0TE2pwl2czWet_0rnc8yQbB_C4m9ycB7ZlKsF5laQyuhExElQ-932FNVp9t22YHS2xs1zaEJqhPcloCpjfQy_tBLu36mdcV5D_vv6Xe8mf2HwnEN97=s1024,Hawker Stall,Open All Days,"117 Aljunied Ave 2, Singapore 380117","roast pork, steamed chicken, chili",https://www.google.com/maps/place/Meng+Kee+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da1823e98c40d9:0xff1c4c3d0303bb75!8m2!3d1.3206169!4d103.8869844!16s%2Fg%2F11fqbhpm4c!19sChIJ2UCM6SMY2jERdbsDAz1MHP8?authuser=0&hl=en&rclk=1,Kallang,,10:45
